"sub","mapped_any","status_known","status","ts","reachable_from_runtime","runtime_depth","phase","priority_score","direct_callers","direct_mapped_callers","direct_runtime_callers","total_call_sites","mapped_call_sites","caller_sample"
"sub_4038b0","yes","yes","🟡 (~86%)","config/IniRegistrySub408600.ts","yes","1","mapped","0","13","2","2","15","4","sub_40dc90, sub_412700, sub_413350, sub_4143e0, sub_46fe60, sub_46ff10, sub_4702a0, sub_4703c0"
"sub_4017d0","yes","yes","🟡 (~80%)","config/SectionTypeRegistrySub401730.ts","yes","2","mapped","0","6","2","3","11","4","sub_401730, sub_401830, sub_402bc0, sub_4079c0, sub_40a200, sub_40f8f0"
"sub_403580","yes","yes","🟡 (~82%)","config/IniRegistrySub408600.ts","yes","2","mapped","0","7","2","4","7","2","sub_4032d0, sub_4036f0, sub_4037b0, sub_444b50, sub_4468b0, sub_44a460, sub_44bc80"
"sub_44a640","yes","yes","🟡 (~80%)","config/IniRegistrySub408600.ts","yes","2","mapped","0","6","2","2","6","2","sub_401ce0, sub_4038b0, sub_4039a0, sub_408600, sub_40cfa0, sub_40ffc0"
"sub_451210","yes","yes","🟡 (~85%)","world/Sub451210Resolver.ts","yes","1","mapped","0","5","2","2","6","3","sub_40cd30, sub_40d8c0, sub_40e0a0, sub_40f140, sub_413350"
"sub_413cf0","yes","yes","✅ (~90%)","config/SectionTypeRegistrySub401730.ts`, `growth/virtualSlot36.ts","yes","1","mapped","0","3","2","1","5","2","sub_40eee0, sub_412bf0, sub_415ef0"
"sub_4084f0","yes","yes","✅ (~92%)","math/Vec3Sub40xPrimitives.ts","yes","1","mapped","0","3","2","2","4","2","sub_408d60, sub_40d1a0, sub_414a70"
"sub_40eee0","yes","yes","🟡 (~80%)","growth/detachPipelineSub40EEE0.ts","yes","0","mapped","0","4","2","1","4","2","sub_414270, sub_4142b0, sub_417c90, sub_418e40"
"sub_40fa00","yes","yes","🟡 (~88%)","config/SectionTypeRegistrySub401730.ts","yes","2","mapped","0","4","2","1","4","2","sub_40fcf0, sub_4142b0, sub_417220, sub_418e40"
"sub_4014b0","yes","yes","✅ (~95%)","math/Vec3Sub40xPrimitives.ts","yes","2","mapped","0","2","2","2","3","3","sub_401690, sub_408450"
"sub_4015d0","yes","yes","✅ (~92%)","math/Sub4015F0.ts","yes","2","mapped","0","3","2","2","3","2","sub_401b00, sub_402040, sub_40a310"
"sub_40cf00","yes","yes","✅ (~92%)","math/Vec3Sub40xPrimitives.ts`, `growth/perFramePhysicsSub4143E0.ts","yes","1","mapped","0","3","2","2","3","2","sub_40d230, sub_40e460, sub_4143e0"
"sub_44e5d0","yes","yes","🟡 (~84%)","world/Sub44E5D0Pool.ts","yes","1","mapped","0","2","2","2","3","3","sub_40e460, sub_4143e0"
"sub_408450","yes","yes","✅ (~92%)","math/Vec3Sub40xPrimitives.ts","yes","2","mapped","0","2","2","2","2","2","sub_408470, sub_450a80"
"sub_415800","yes","no","","","yes","2","mapped","0","2","2","2","2","2","sub_414870, sub_4159c0"
"sub_416300","yes","yes","✅","growth/virtualSlot36.ts`, `growth/branchingDispatcherSub417F40.ts","yes","2","mapped","0","2","2","1","2","2","sub_415ef0, sub_417f40"
"sub_4153d0","yes","yes","🟡 (~85%)","world/SectionSpatialQueriesSub40x.ts","yes","1","mapped","0","4","1","1","12","1","sub_404c10, sub_406400, sub_408a30, sub_4102c0"
"sub_40d6c0","yes","yes","✅ (~90%)","world/SectionSpatialQueriesSub40x.ts","yes","1","mapped","0","4","1","1","9","2","sub_40e460, sub_411000, sub_4139d0, sub_415650"
"sub_401120","yes","no","","","yes","2","mapped","0","3","1","1","7","1","sub_401180, sub_40a320, sub_40a440"
"sub_413c20","yes","no","","","yes","1","mapped","0","5","1","1","5","1","sub_413d70, sub_414ce0, sub_4154b0, sub_4155a0, sub_417550"
"sub_40a310","yes","yes","✅ (~90%)","world/SectionSpatialQueriesSub40x.ts","yes","1","mapped","0","4","1","1","4","1","sub_40bb50, sub_40c320, sub_40e460, sub_4139d0"
"sub_40fde0","yes","yes","✅ (~95%)","math/Sub40FDE0.ts`, `growth/materialCurveSub4151B0.ts","yes","1","mapped","0","3","1","1","4","2","sub_411ea0, sub_413df0, sub_416510"
"sub_4033d0","yes","yes","✅ (~90%)","config/IniRegistrySub408600.ts","yes","1","mapped","0","3","1","1","3","1","sub_40a8b0, sub_412d20, sub_416510"
"sub_403410","yes","yes","✅ (~90%)","config/IniRegistrySub408600.ts","yes","1","mapped","0","2","1","1","3","1","sub_416510, sub_440d50"
"sub_403ba0","yes","yes","🟡 (~84%)","world/SectionSpatialQueriesSub40x.ts","yes","1","mapped","0","3","1","1","3","1","sub_404c10, sub_406400, sub_408a30"
"sub_4015b0","yes","yes","✅ (~92%)","math/Sub4015F0.ts`, `growth/lightTracingSub40E460.ts`, `world/SectionSpatialQueriesSub40x.ts","yes","2","mapped","0","2","1","1","2","1","sub_402880, sub_40d6d0"
"sub_401690","yes","yes","✅ (~92%)","world/SectionSpatialQueriesSub40x.ts","yes","1","mapped","0","2","1","1","2","1","sub_402600, sub_408a30"
"sub_401b00","yes","yes","🟡 (~86%)","world/SectionSpatialQueriesSub40x.ts`, `growth/branchingDispatcherSub417F40.ts","yes","1","mapped","0","2","1","1","2","1","sub_402310, sub_417ff0"
"sub_401b10","yes","yes","🟡 (~88%)","world/SectionSpatialQueriesSub40x.ts","yes","1","mapped","0","2","1","1","2","1","sub_402600, sub_408a30"
"sub_40d610","yes","yes","🟡 (~90%)","growth/lightTracingSub40E460.ts","yes","1","mapped","0","2","1","1","2","1","sub_40e230, sub_411b60"
"sub_4163b0","yes","no","","","no","","mapped","0","1","1","0","2","2","sub_415ab0"
"sub_44ee20","yes","yes","🟡 (~85%)","growth/lightTracingSub40E460.ts","yes","1","mapped","0","2","1","1","2","1","sub_40e460, sub_4139d0"
"sub_450e30","yes","no","","","yes","1","mapped","0","2","1","1","2","1","sub_40e460, sub_4139d0"
"sub_401610","yes","yes","✅ (~94%)","world/SectionSpatialQueriesSub40x.ts","yes","2","mapped","0","1","1","1","1","1","sub_401b10"
"sub_408a30","yes","yes","🟡 (~70%)","GrowthService.ts`, `GrowthController.ts","yes","0","mapped","0","1","1","1","1","1","sub_40dc90"
"sub_40d0b0","yes","no","","","no","","mapped","0","1","1","0","1","1","sub_4701d0"
"sub_40d6d0","yes","yes","🟡","TreeSection.ts` (нормаль листа)","yes","1","mapped","0","1","1","1","1","1","sub_40e460"
"sub_40e230","yes","yes","🟡 (~75%)","growth/lightTracingSub40E460.ts","yes","0","mapped","0","1","1","1","1","1","sub_40e0a0"
"sub_40e460","yes","yes","🟡 (~70%)","growth/lightTracingSub40E460.ts","yes","0","mapped","0","1","1","1","1","1","sub_40e230"
"sub_40ee60","yes","yes","✅ (~95%)","world/seasonCurveSub40EE60.ts`, `world/WorldGrowthState.ts","yes","1","mapped","0","1","1","1","1","1","sub_40dc90"
"sub_40fc70","yes","yes","✅ (~92%)","config/SectionTypeRegistrySub401730.ts","yes","1","mapped","0","1","1","1","1","1","sub_40eee0"
"sub_40fcf0","yes","yes","✅ (~92%)","config/SectionTypeRegistrySub401730.ts","yes","1","mapped","0","1","1","1","1","1","sub_40eee0"
"sub_414870","yes","yes","🟡 (~85%)","growth/perFramePhysicsSub4143E0.ts","yes","1","mapped","0","1","1","1","1","1","sub_4143e0"
"sub_414a70","yes","yes","🟡 (~80%)","growth/perFramePhysicsSub4143E0.ts","yes","1","mapped","0","1","1","1","1","1","sub_4143e0"
"sub_414bb0","yes","yes","🟡 (~80%)","growth/perFramePhysicsSub4143E0.ts","yes","1","mapped","0","1","1","1","1","1","sub_4143e0"
"sub_415470","yes","yes","✅","growth/branchingDispatcherSub417F40.ts","yes","2","mapped","0","1","1","1","1","1","sub_417f40"
"sub_415ab0","yes","no","","","no","","mapped","0","1","1","0","1","1","sub_415c10"
"sub_415c10","yes","yes","🟡 (~82%)","growth/virtualSlot36.ts","no","","mapped","0","1","1","0","1","1","sub_415ef0"
"sub_417f40","yes","yes","🟡 (~85%)","growth/branchingDispatcherSub417F40.ts","yes","1","mapped","0","1","1","1","1","1","sub_417c90"
"sub_417ff0","yes","yes","🟡 (~85%)","growth/branchingDispatcherSub417F40.ts","yes","0","mapped","0","1","1","1","1","1","sub_417f40"
"sub_418660","yes","yes","🟡 (~90%)","growth/branchingDispatcherSub417F40.ts","yes","1","mapped","0","1","1","1","1","1","sub_417ff0"
"sub_4188e0","yes","yes","🟡 (~85%)","growth/branchingDispatcherSub417F40.ts` (`lateralBranchSub4188E0`)","yes","0","mapped","0","1","1","1","1","1","sub_417f40"
"sub_418bd0","yes","yes","✅ (~90%)","growth/twigLengthGrowthSub418BD0.ts","yes","1","mapped","0","1","1","1","1","1","sub_417c90"
"sub_440650","yes","yes","🟡 (~86%)","config/IniRegistrySub408600.ts","yes","3","mapped","0","1","1","1","1","1","sub_401dd0"
"sub_450860","yes","no","","","yes","3","mapped","0","1","1","1","1","1","sub_450cd0"
"sub_450970","yes","no","","","yes","3","mapped","0","1","1","1","1","1","sub_450cd0"
"sub_450a80","yes","no","","","yes","4","mapped","0","1","1","1","1","1","sub_450bd0"
"sub_450bd0","yes","yes","🟡 (~85%)","growth/transformChainSub450BD0.ts","yes","3","mapped","0","1","1","1","1","1","sub_413f50"
"sub_450cd0","yes","no","","","yes","2","mapped","0","1","1","1","1","1","sub_450e30"
"sub_450e10","yes","yes","🟡","growth/lightTracingSub40E460.ts","yes","2","mapped","0","1","1","1","1","1","sub_450e30"
"sub_4720e0","yes","yes","🟡 (~90%)","growth/sub40DC90GrowthTick.ts","yes","1","mapped","0","1","1","1","1","1","sub_40dc90"
"sub_4720f0","yes","yes","🟡 (~90%)","growth/sub40DC90GrowthTick.ts","yes","1","mapped","0","1","1","1","1","1","sub_40dc90"
"sub_472100","yes","yes","🟡 (~90%)","growth/sub40DC90GrowthTick.ts","yes","1","mapped","0","1","1","1","1","1","sub_40dc90"
"sub_472110","yes","yes","🟡 (~90%)","growth/sub40DC90GrowthTick.ts","yes","1","mapped","0","1","1","1","1","1","sub_40dc90"
"sub_472170","yes","yes","🟡 (~90%)","growth/lightTracingSub40E460.ts","yes","1","mapped","0","1","1","1","1","1","sub_40e230"
"sub_472180","yes","yes","🟡 (~90%)","growth/lightTracingSub40E460.ts","yes","1","mapped","0","1","1","1","1","1","sub_40e460"
"sub_408880","yes","yes","🟡","GrowthController.ts","no","","mapped","0","2","0","0","2","0","sub_408700, sub_40d960"
"sub_4093b0","yes","yes","🔶 (~50%)","GeometryService.ts`, `TreeSection.ts` (радиусы/сегменты)","no","","mapped","0","2","0","0","2","0","sub_409910, sub_412700"
"sub_40dc90","yes","yes","🟡 (~82%)","growth/GrowthFramePipeline.ts`, `growth/sub40DC90PoolBalance.ts`, `growth/sub40DC90RandomAutoCuts.ts","yes","0","mapped","0","1","0","0","1","0","sub_4130d0"
"sub_40e0a0","yes","yes","🟡 (~65%)","growth/lightTracingSub40E460.ts","yes","0","mapped","0","1","0","0","1","0","sub_4130d0"
"sub_40f140","yes","yes","🟡 (~80%)","growth/worldObjectPipelineSub40F140.ts","yes","0","mapped","0","1","0","0","1","0","sub_40db60"
"sub_4143e0","yes","yes","🟡 (~75%)","growth/perFramePhysicsSub4143E0.ts","yes","0","mapped","0","1","0","0","1","0","sub_416500"
"sub_414ce0","yes","yes","🟡 (~70%)","growth/sub414CE0.ts`, `GrowthFramePipeline.ts","yes","0","mapped","0","1","0","0","1","0","sub_417610"
"sub_417220","yes","yes","🟡","BonsaiController.ts","no","","mapped","0","1","0","0","1","0","sub_40d960"
"sub_401a50","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_401bf0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_401c90","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_401ca0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_401cb0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_402aa0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4034c0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4034d0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_403500","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_406400","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4086f0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_408850","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_408d60","yes","yes","🟡 (~75%)","GrowthService.ts`, `GrowthFramePipeline.ts","yes","0","mapped","0","0","0","0","0","0",""
"sub_409130","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_40a0e0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_40d840","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_40d8c0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_40db60","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_40ea30","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_40f840","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4100d0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_410200","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_410950","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_411000","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_412040","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_412050","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_412060","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_412070","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_412080","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_413f20","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_413f30","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_414270","yes","yes","🟡","логика через `processDetachFlags","no","","mapped","0","0","0","0","0","0",""
"sub_4142b0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4146f0","yes","yes","🟡 (~85%)","growth/transformChainSub450BD0.ts","no","","mapped","0","0","0","0","0","0",""
"sub_414ff0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_415440","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_415980","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_415990","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_415ed0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_415ef0","yes","yes","🟡 (~80%)","growth/virtualSlot36.ts","no","","mapped","0","0","0","0","0","0",""
"sub_416030","yes","no","","","no","","mapped","0","0","0","0","0","0",""
"sub_416380","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_416390","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_416500","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_416510","yes","no","","","yes","0","mapped","0","0","0","0","0","0",""
"sub_416ec0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_417070","yes","no","","","no","","mapped","0","0","0","0","0","0",""
"sub_417210","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_417300","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_417440","yes","yes","🟡 (~85%)","growth/virtualSlot36.ts` (`maybeSeedSpawnSub417440`)","no","","mapped","0","0","0","0","0","0",""
"sub_417540","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_417610","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_417620","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4179b0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_417ba0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_417c90","yes","yes","✅ (~88%)","growth/twigUpdateSub417C90.ts","yes","0","mapped","0","0","0","0","0","0",""
"sub_418e40","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_418f10","yes","no","","","no","","mapped","0","0","0","0","0","0",""
"sub_419100","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_419f50","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_41a010","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_41bb30","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_41bbb0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_41bc30","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_41bcb0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_41bd30","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_41bdb0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_41be30","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_41beb0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_41bf30","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_41bfb0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_41dd60","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_427ff0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_42e020","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_432610","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_432630","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_432750","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_432820","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_432900","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_432920","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_432940","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4329b0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_432a80","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_432cc0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_432d30","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_432df0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_432e30","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_432e80","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_432f30","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4330d0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_433170","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_433260","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_433350","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4333e0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_433400","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_433650","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_433660","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_433860","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_433be0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_433c90","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4345b0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_434600","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4346f0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_434800","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_434a80","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_434c60","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_434c90","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_434e00","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_434e10","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4350a0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4350d0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4355d0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_435860","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_435ae0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_435d40","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_435ee0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_435f40","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4361b0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437280","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437290","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4372b0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4372d0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437320","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437380","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437390","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437400","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437410","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437420","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437430","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437440","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437450","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4374b0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4374d0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437520","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437530","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437540","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437550","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437560","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437570","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437580","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_437590","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4375a0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_438ac0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4443c0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_444460","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_444660","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4446c0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_444730","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4448f0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_444a30","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_444a60","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_444ac0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_444ff0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_445220","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4452a0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_445320","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4453b0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_445440","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_445660","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_445870","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4458e0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_445bd0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_445d60","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_445ee0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_446040","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_4461a0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_446300","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_446460","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_446550","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_446640","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_446730","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_446890","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_448c40","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_448c50","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_448c60","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_448cb0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_448d00","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_448d50","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44a2b0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44c940","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44c980","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44ccd0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44ccf0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44cd00","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44ce20","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44ce30","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44cf20","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44cf50","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44cf80","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d010","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d050","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d090","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d0c0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d100","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d120","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d160","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d1a0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d1e0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d200","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d240","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d260","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d2d0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d320","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d3a0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d7c0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d810","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44d8b0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44daa0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44dad0","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
"sub_44db10","no","no","","","no","","P3-unreached","0","0","0","0","0","0",""
